Date,Close,Volume
2010-01-31 00:00:00-05:00,105.95999908447266,347218200
2010-02-28 00:00:00-05:00,109.43000030517578,368010500
2010-03-31 00:00:00-04:00,108.94999694824219,326092400
2010-04-30 00:00:00-04:00,115.36000061035156,274413100
2010-05-31 00:00:00-04:00,118.87999725341797,504968200
2010-06-30 00:00:00-04:00,121.68000030517578,326007600
2010-07-31 00:00:00-04:00,115.48999786376953,275523100
2010-08-31 00:00:00-04:00,122.08000183105469,214805800
2010-09-30 00:00:00-04:00,127.91000366210938,269515300
2010-10-31 00:00:00-04:00,132.6199951171875,365035100
2010-11-30 00:00:00-05:00,135.4199981689453,407549300
2010-12-31 00:00:00-05:00,138.72000122070312,305529800
2011-01-31 00:00:00-05:00,129.8699951171875,353019800
2011-02-28 00:00:00-05:00,137.66000366210938,238786500
2011-03-31 00:00:00-04:00,139.86000061035156,306448400
2011-04-30 00:00:00-04:00,152.3699951171875,303490300
2011-05-31 00:00:00-04:00,149.63999938964844,382778500
2011-06-30 00:00:00-04:00,146.0,291338100
2011-07-31 00:00:00-04:00,158.2899932861328,328150200
2011-08-31 00:00:00-04:00,177.72000122070312,768547400
2011-09-30 00:00:00-04:00,158.05999755859375,496007600
2011-10-31 00:00:00-04:00,167.33999633789062,271385800
2011-11-30 00:00:00-05:00,170.1300048828125,285132800
2011-12-31 00:00:00-05:00,151.99000549316406,292635000
2012-01-31 00:00:00-05:00,169.30999755859375,223453900
2012-02-29 00:00:00-05:00,164.2899932861328,259837600
2012-03-31 00:00:00-04:00,162.1199951171875,272582900
2012-04-30 00:00:00-04:00,161.8800048828125,198905400
2012-05-31 00:00:00-04:00,151.6199951171875,256298600
2012-06-30 00:00:00-04:00,155.19000244140625,237977300
2012-07-31 00:00:00-04:00,156.49000549316406,155221000
2012-08-31 00:00:00-04:00,164.22000122070312,190757200
2012-09-30 00:00:00-04:00,171.88999938964844,229736700
2012-10-31 00:00:00-04:00,166.8300018310547,165237600
2012-11-30 00:00:00-05:00,166.0500030517578,173575600
2012-12-31 00:00:00-05:00,162.02000427246094,200021700
2013-01-31 00:00:00-05:00,161.1999969482422,222470200
2013-02-28 00:00:00-05:00,153.0,241668700
2013-03-31 00:00:00-04:00,154.4499969482422,160615100
2013-04-30 00:00:00-04:00,142.77000427246094,454473800
2013-05-31 00:00:00-04:00,133.9199981689453,278779500
2013-06-30 00:00:00-04:00,119.11000061035156,254151000
2013-07-31 00:00:00-04:00,127.95999908447266,191322900
2013-08-31 00:00:00-04:00,134.6199951171875,194596100
2013-09-30 00:00:00-04:00,128.17999267578125,203875800
2013-10-31 00:00:00-04:00,127.73999786376953,203478400
2013-11-30 00:00:00-05:00,120.69999694824219,130629300
2013-12-31 00:00:00-05:00,116.12000274658203,185368200
2014-01-31 00:00:00-05:00,120.08999633789062,152949800
2014-02-28 00:00:00-05:00,127.62000274658203,156504800
2014-03-31 00:00:00-04:00,123.61000061035156,182522600
2014-04-30 00:00:00-04:00,124.22000122070312,127851700
2014-05-31 00:00:00-04:00,120.43000030517578,113286900
2014-06-30 00:00:00-04:00,128.0399932861328,139939600
2014-07-31 00:00:00-04:00,123.38999938964844,140606000
2014-08-31 00:00:00-04:00,123.86000061035156,118179700
2014-09-30 00:00:00-04:00,116.20999908447266,140533100
2014-10-31 00:00:00-04:00,112.66000366210938,155183900
2014-11-30 00:00:00-05:00,112.11000061035156,147594200
2014-12-31 00:00:00-05:00,113.58000183105469,153722200
2015-01-31 00:00:00-05:00,123.44999694824219,198034100
2015-02-28 00:00:00-05:00,116.16000366210938,125686200
2015-03-31 00:00:00-04:00,113.66000366210938,133483100
2015-04-30 00:00:00-04:00,113.47000122070312,106636600
2015-05-31 00:00:00-04:00,114.0999984741211,99097100
2015-06-30 00:00:00-04:00,112.37000274658203,110267600
2015-07-31 00:00:00-04:00,104.93000030517578,157498100
2015-08-31 00:00:00-04:00,108.81999969482422,151171700
2015-09-30 00:00:00-04:00,106.86000061035156,113791100
2015-10-31 00:00:00-04:00,109.30000305175781,131532500
2015-11-30 00:00:00-05:00,101.91999816894531,106869000
2015-12-31 00:00:00-05:00,101.45999908447266,124503700
2016-01-31 00:00:00-05:00,106.94999694824219,139712800
2016-02-29 00:00:00-05:00,118.63999938964844,314968700
2016-03-31 00:00:00-04:00,117.63999938964844,259670200
2016-04-30 00:00:00-04:00,123.6500015258789,222989100
2016-05-31 00:00:00-04:00,116.05999755859375,201083100
2016-06-30 00:00:00-04:00,126.47000122070312,307601400
2016-07-31 00:00:00-04:00,128.97999572753906,259546000
2016-08-31 00:00:00-04:00,124.77999877929688,215783900
2016-09-30 00:00:00-04:00,125.63999938964844,213473800
2016-10-31 00:00:00-04:00,121.94000244140625,181298100
2016-11-30 00:00:00-05:00,111.75,247890600
