Date,Price,Close,High,Low,Open,Volume
2010-01-01,79.45999908447266,79.5,76.5999984741211,77.93000030517578,0
2010-02-01,80.36000061035156,81.33999633789062,78.68000030517578,79.43000030517578,0
2010-03-01,81.06999969482422,82.23999786376953,79.51000213623047,80.33000183105469,0
2010-04-01,81.87000274658203,82.70999908447266,80.02999877929688,81.04000091552734,0
2010-05-01,86.58999633789062,87.45999908447266,81.77999877929688,81.80000305175781,0
2010-06-01,86.0199966430664,88.70999908447266,85.08999633789062,86.58000183105469,0
2010-07-01,81.54000091552734,86.26000213623047,81.45999908447266,86.0999984741211,0
2010-08-01,83.19999694824219,83.55999755859375,80.08999633789062,81.5199966430664,0
2010-09-01,78.72000122070312,83.22000122070312,78.41000366210938,83.08999633789062,0
2010-10-01,77.2699966430664,78.83000183105469,76.13999938964844,78.80000305175781,0
2010-11-01,81.19999694824219,81.44000244140625,75.62999725341797,76.94999694824219,0
2010-12-01,79.02999877929688,81.36000061035156,78.77999877929688,81.26000213623047,0
2011-01-01,77.73999786376953,81.30999755859375,77.54000091552734,79.05999755859375,0
2011-02-01,76.88999938964844,78.87000274658203,76.76000213623047,77.61000061035156,0
2011-03-01,75.86000061035156,77.37999725341797,75.25,76.86000061035156,0
2011-04-01,72.93000030517578,76.61000061035156,72.83000183105469,76.05000305175781,0
2011-05-01,74.63999938964844,76.37000274658203,72.69999694824219,73.05999755859375,0
2011-06-01,74.30000305175781,76.0199966430664,73.51000213623047,74.44000244140625,0
2011-07-01,73.9000015258789,76.72000122070312,73.41999816894531,74.44000244140625,0
2011-08-01,74.12999725341797,75.41999816894531,73.44999694824219,73.91999816894531,0
2011-09-01,78.55000305175781,78.86000061035156,74.13999938964844,74.4800033569336,0
2011-10-01,76.16999816894531,79.83000183105469,74.72000122070312,78.93000030517578,0
2011-11-01,78.38999938964844,79.69999694824219,74.9800033569336,76.55000305175781,0
2011-12-01,80.16999816894531,80.8499984741211,77.91999816894531,78.37000274658203,0
2012-01-01,79.27999877929688,81.77999877929688,78.73999786376953,80.2300033569336,0
2012-02-01,78.7300033569336,80.11000061035156,78.08999633789062,79.30999755859375,0
2012-03-01,78.93000030517578,80.7300033569336,78.08999633789062,78.7699966430664,0
2012-04-01,78.79000091552734,80.16999816894531,78.62999725341797,78.80999755859375,0
2012-05-01,83.04000091552734,83.20999908447266,78.5999984741211,78.77999877929688,0
2012-06-01,81.6500015258789,83.54000091552734,81.16000366210938,83.06999969482422,0
2012-07-01,82.63999938964844,84.0999984741211,81.51000213623047,81.63999938964844,0
2012-08-01,81.25,83.51000213623047,80.95999908447266,82.70999908447266,0
2012-09-01,79.94000244140625,81.66999816894531,78.5999984741211,81.23999786376953,0
2012-10-01,79.91999816894531,80.27999877929688,78.94000244140625,80.0,0
2012-11-01,80.1500015258789,81.45999908447266,79.66999816894531,79.94000244140625,0
2012-12-01,79.7699966430664,80.66000366210938,79.01000213623047,80.18000030517578,0
2013-01-01,79.20999908447266,80.87000274658203,79.12999725341797,79.75,0
